state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021
ND,F & L Petroleum Llc (Private),F & L Petroleum Llc,Private,produced gas,Mcf,282.0,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Inspire Oil Gas Inc (Private),Inspire Oil Gas Inc,Private,produced gas,Mcf,545.0,540.0,549.0,602.0,576.0,540.0,595.0,613.0,579.0,690.0,615.0,567.0,586.0,426.0,404.0,569.0,,,,,,,,,,
CO,Kp Kauffman Company Inc (Private),Kp Kauffman Company Inc,Private,produced gas,Mcf,1932.0,1580.0,60.0,95.0,1416.0,195.0,1566.0,1384.0,1131.0,1643.0,720.0,824.0,5345.0,1653.0,7864.0,4093.0,7153.0,9087.0,180.0,2309.0,194.0,2339.0,5898.0,5471.0,5695.0,
CO,Laramie Energy Llc (Private),Laramie Energy Llc,Private,produced gas,Mcf,,,,31069.0,19684.0,26871.0,29212.0,37688.0,30085.0,29964.0,27471.0,18149.0,27184.0,15964.0,16670.0,10205.0,18310.0,16942.0,10750.0,12667.0,13790.0,10124.0,10767.0,17085.0,4947.0,
CO,Longs Peak Resources Llc (Private),Longs Peak Resources Llc,Private,produced gas,Mcf,4508.0,2922.0,3317.0,3095.0,4295.0,4069.0,4252.0,4692.0,4759.0,3800.0,3383.0,4078.0,4017.0,3586.0,4316.0,1640.0,551.0,3768.0,2877.0,2384.0,2788.0,2505.0,3215.0,4654.0,4231.0,
CO,Magpie Operating Inc (Private),Magpie Operating Inc,Private,produced gas,Mcf,,,,,,,,,,30930.0,,,,,,,,,,,,,,,,
CO,Mallard Exploration Llc (Private),Mallard Exploration Llc,Private,produced gas,Mcf,,1123.0,7391.0,,11150.0,32400.0,36621.0,,,,,,,,,,,549.0,,,,,,,,
CO,Mccartney Engineering Llc (Private),Mccartney Engineering Llc,Private,produced gas,Mcf,1534.0,1574.0,1490.0,1704.0,1922.0,1931.0,1794.0,,1706.0,,,,,,,,,,,,,,,,,
CO,Mccoy Petroleum Corporation (Private),Mccoy Petroleum Corporation,Private,produced gas,Mcf,,,,,,,,,,,,,,28.0,49.0,30.0,,,,,,,,24.0,,
CO,Merrion Oil Gas Corp (Private),Merrion Oil Gas Corp,Private,produced gas,Mcf,695.0,560.0,332.0,353.0,357.0,340.0,278.0,408.0,381.0,307.0,269.0,280.0,262.0,,485.0,262.0,,,,,720.0,,,,,292.0
CO,Murfin Drilling Company Inc (Private),Murfin Drilling Company Inc,Private,produced gas,Mcf,1402.0,589.0,963.0,1118.0,493.0,557.0,1916.0,929.0,811.0,917.0,947.0,795.0,795.0,445.0,657.0,404.0,21.0,996.0,582.0,570.0,524.0,510.0,494.0,933.0,452.0,
CO,Nickel Road Operating Llc (Private),Nickel Road Operating Llc,Private,produced gas,Mcf,,,,,,,,,,1759.0,15573.0,,,,,,,,,,,13179.0,,,,
CO,Organic Energy Company Llc (Private),Organic Energy Company Llc,Private,produced gas,Mcf,2276.0,5377.0,5065.0,4279.0,3231.0,3483.0,5334.0,1653.0,4743.0,1669.0,1622.0,4193.0,3935.0,3370.0,3718.0,1751.0,1517.0,2676.0,2002.0,2568.0,2676.0,,,4027.0,3657.0,4303.0
CO,Oxbow Properties Inc (Private),Oxbow Properties Inc,Private,produced gas,Mcf,,,,,,,,,,,,,,,,,378.0,284.0,94.0,163.0,104.0,94.0,139.0,70.0,,
CO,Petro Operating Company Llc (Private),Petro Operating Company Llc,Private,produced gas,Mcf,,,,,,,13969.0,5270.0,,,,,,,,,,,,,,,,,,
CO,Petroleum Resource Management Corp. (Private),Petroleum Resource Management Corp.,Private,produced gas,Mcf,66874.0,81836.0,,,,,,,,,17268.0,25946.0,39595.0,42622.0,13286.0,2929.0,,,,,,,,,,
CO,Phoenix Resources Llc (Private),Phoenix Resources Llc,Private,produced gas,Mcf,,,,,10.0,10.0,10.0,5.0,5.0,10.0,5.0,,,7.0,5.0,,,,,,,,,,,
CO,Prospect Energy Llc (Private),Prospect Energy Llc,Private,produced gas,Mcf,1408.0,740.0,610.0,712.0,528.0,870.0,1039.0,1072.0,1249.0,974.0,974.0,846.0,846.0,547.0,524.0,601.0,,699.0,,625.0,564.0,665.0,724.0,200.0,,
CO,Renegade Oil Gas Company Llc (Private),Renegade Oil Gas Company Llc,Private,produced gas,Mcf,3688.0,3034.0,3119.0,3563.0,3271.0,2517.0,2538.0,3502.0,2638.0,2471.0,2719.0,2715.0,2799.0,2859.0,3202.0,2698.0,3116.0,3006.0,3162.0,2808.0,2952.0,2548.0,2725.0,2772.0,2175.0,
CO,Robert L Bayless Producer Llc (Private),Robert L Bayless Producer Llc,Private,produced gas,Mcf,862.0,755.0,556.0,376.0,391.0,170.0,527.0,722.0,1748.0,510.0,733.0,760.0,828.0,1841.0,1974.0,2122.0,1827.0,1475.0,,2504.0,4023.0,4492.0,476.0,,52.0,
CO,Seeley Oil Company Llc (Private),Seeley Oil Company Llc,Private,produced gas,Mcf,1521.0,2014.0,2228.0,2224.0,1952.0,1255.0,1973.0,2190.0,2163.0,2125.0,1669.0,1561.0,1482.0,1517.0,1565.0,1318.0,1235.0,1116.0,1403.0,1305.0,1155.0,1355.0,1078.0,3417.0,957.0,
CO,Simcoe Llc (Private),Simcoe Llc,Private,produced gas,Mcf,,77566.0,71170.0,107607.0,118574.0,81310.0,,126808.0,35240.0,83104.0,13679.0,49868.0,23568.0,,,7984.0,4204.0,5403.0,33670.0,20625.0,11468.0,,,,,
CO,Tep Rocky Mountain Llc (Private),Tep Rocky Mountain Llc,Private,produced gas,Mcf,82221.0,325616.0,392031.0,372804.0,343989.0,290744.0,316148.0,306919.0,287947.0,296640.0,271487.0,289846.0,266586.0,239637.0,1905129.0,1682998.0,1581738.0,1619966.0,1557684.0,1478012.0,1292885.0,1335955.0,1140793.0,1167079.0,683024.0,
CO,Top Operating Company (Private),Top Operating Company,Private,produced gas,Mcf,,,,,,,1.0,,,11.0,,9.0,14.0,16.0,20.0,18.0,16.0,,28.0,9.0,23.0,19.0,12.0,,16.0,
CO,Tyler Rockies Exploration Ltd (Private),Tyler Rockies Exploration Ltd,Private,produced gas,Mcf,266.0,266.0,197.0,231.0,187.0,,294.0,170.0,102.0,209.0,111.0,,,,,,,,,,,,,,,
CO,Upland Exploration Llc (Private),Upland Exploration Llc,Private,produced gas,Mcf,,,,,,,,,,,,,,,,,,16777.0,37999.0,26106.0,16049.0,12823.0,10561.0,13063.0,13002.0,
CO,Valkyrie Operating Llc (Private),Valkyrie Operating Llc,Private,produced gas,Mcf,,,,,,,,,,380.0,,,,,,,,,,,,,,,,
CO,Wesco Operating Inc (Private),Wesco Operating Inc,Private,produced gas,Mcf,370.0,,,,,,,,,,,,740.0,947.0,844.0,674.0,,,,522.0,913.0,1065.0,938.0,938.0,938.0,
CO,Wexpro Company (Private),Wexpro Company,Private,produced gas,Mcf,,28134.0,,,,,,,,,,,,,,,,,,,,,,,,
CO,Wiepking-Fullerton Energy Llc (Private),Wiepking-Fullerton Energy Llc,Private,produced gas,Mcf,516.0,418.0,13344.0,12599.0,4047.0,6239.0,27094.0,419.0,426.0,161.0,231.0,404.0,510.0,336.0,409.0,16.0,,96.0,365.0,605.0,689.0,648.0,641.0,482.0,515.0,
ND,Filco Incorporated (Private),Filco Incorporated,Private,produced gas,Mcf,,,,,,,66.0,,,,,,,,,,,,,,,,,,,
CO,Bonanza Creek Energy Inc (BCEI),Bonanza Creek Energy Inc,BCEI,produced gas,Mcf,103425.0,88875.0,124009.0,130279.0,111154.0,107367.0,110724.0,104016.0,107285.0,107098.0,88145.0,95644.0,106204.0,76996.0,81780.0,80221.0,83716.0,87114.0,90602.0,91988.0,78153.0,85182.0,76308.0,64713.0,82549.0,
CO,Caerus Oil And Gas (Private),Caerus Oil And Gas,Private,produced gas,Mcf,1121644.0,1975823.0,84867.0,2596267.0,2565698.0,1483970.0,2273910.0,3816070.0,3326082.0,2810273.0,2831282.0,2983383.0,2889592.0,4148142.0,3799376.0,4240262.0,3223550.0,3552234.0,4838922.0,5738612.0,5870271.0,6658942.0,5098229.0,3618769.0,4251226.0,
CO,ConocoPhillips Co (COP),ConocoPhillips Co,COP,produced gas,Mcf,15957.0,20188.0,10920.0,15354.0,22773.0,21659.0,53529.0,9747.0,21299.0,5656.0,4231.0,8824.0,1964.0,283.0,312.0,316.0,159.0,,300.0,383.0,20073.0,261.0,268.0,,,
CO,Chevron Corp (CVX),Chevron Corp,CVX,produced gas,Mcf,46644.0,42001.0,39392.0,49127.0,41554.0,37168.0,43434.0,50219.0,34420.0,38740.0,26706.0,42604.0,37130.0,34534.0,30456.0,45664.0,54702.0,54463.0,11234.0,66107.0,65667.0,51897.0,51665.0,61429.0,56734.0,
CO,Enerplus Corp (ERF),Enerplus Corp,ERF,produced gas,Mcf,55314.0,59845.0,59513.0,52846.0,55709.0,43114.0,69345.0,1876.0,24604.0,68573.0,53060.0,48956.0,55746.0,87610.0,19921.0,83486.0,17262.0,28294.0,35561.0,20142.0,11938.0,26395.0,18558.0,14522.0,,
CO,Great Western Operating Co LLC (Private),Great Western Operating Co LLC,Private,produced gas,Mcf,1128.0,1456.0,16922.0,215.0,,,,,,,,,,,65418.0,,,,,,,,,,,
CO,Hilcorp Energy Co (Private),Hilcorp Energy Co,Private,produced gas,Mcf,,52240.0,,592.0,,,,,,,,,,,,,,,,,,,,,,
CO,HighPoint Resources Corp (HPR),HighPoint Resources Corp,HPR,produced gas,Mcf,1674276.0,1486721.0,,,,306726.0,381941.0,4847.0,853.0,1468.0,,,,1888.0,,,,,,,,,,,,
CO,Kinder Morgan Inc (KMI),Kinder Morgan Inc,KMI,produced gas,Mcf,3888116.0,2137896.0,3891636.0,2275628.0,2324892.0,3491790.0,2292998.0,2234600.0,2112228.0,3703930.0,1115712.0,1116890.0,1086601.0,1014023.0,1788049.0,434307.0,1184001.0,1321521.0,948157.0,1168150.0,830773.0,113427.0,667173.0,66019.0,70414.0,670523.0
CO,Noble Energy Inc (NBL),Noble Energy Inc,NBL,produced gas,Mcf,1876961.0,1762458.0,2120775.0,1628522.0,1853434.0,3473889.0,5050136.0,4978918.0,5299377.0,4648006.0,4529222.0,4583447.0,3806718.0,3366968.0,4101958.0,2766279.0,4076935.0,2863511.0,1894449.0,2520829.0,3720947.0,3351546.0,3066291.0,2947054.0,296108.0,
CO,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,produced gas,Mcf,121406.0,168513.0,141022.0,39230.0,43116.0,102166.0,90152.0,151350.0,126164.0,200919.0,189008.0,74861.0,84935.0,81925.0,71800.0,67810.0,16000.0,13851.0,66774.0,64661.0,59118.0,73920.0,73043.0,22462.0,10571.0,
CO,SandRidge Energy Inc (SD),SandRidge Energy Inc,SD,produced gas,Mcf,149803.0,137552.0,124123.0,154268.0,214334.0,231747.0,223678.0,215680.0,170581.0,185251.0,210292.0,150373.0,146407.0,126052.0,118186.0,94205.0,73936.0,65026.0,76564.0,91083.0,102672.0,102327.0,99237.0,98958.0,89776.0,
CO,Southwestern Energy Co (SWN),Southwestern Energy Co,SWN,produced gas,Mcf,8471.0,6721.0,8591.0,7386.0,7907.0,8585.0,9897.0,8584.0,8172.0,8482.0,8154.0,7754.0,5450.0,3093.0,3409.0,11262.0,8876.0,8616.0,8656.0,8585.0,6219.0,7616.0,7084.0,4557.0,3018.0,
CO,True Oil LLC (Private),True Oil LLC,Private,produced gas,Mcf,39141.0,150457.0,82612.0,99834.0,151805.0,148282.0,155554.0,73241.0,74719.0,115963.0,169068.0,66414.0,72750.0,64352.0,72025.0,18593.0,2960.0,,,,,63084.0,,49012.0,,
CO,Verdad Resources LLC (Private),Verdad Resources LLC,Private,produced gas,Mcf,6432.0,785.0,3411.0,7093.0,8109.0,10343.0,10019.0,9877.0,8502.0,9551.0,7987.0,8423.0,10542.0,7605.0,10643.0,10947.0,13.0,4006.0,7740.0,11475.0,13236.0,7431.0,3138.0,3530.0,,
CO,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,produced gas,Mcf,561453.0,716463.0,803085.0,254258.0,770831.0,213364.0,545245.0,829850.0,494440.0,832720.0,390086.0,296933.0,346957.0,199564.0,495953.0,285578.0,436538.0,617598.0,350883.0,302767.0,372195.0,620060.0,337768.0,401300.0,322596.0,
CO,Extraction Oil and Gas Inc (XOG),Extraction Oil and Gas Inc,XOG,produced gas,Mcf,93893.0,11907.0,18243.0,20660.0,21403.0,18512.0,3422.0,2349.0,2001.0,1304.0,58.0,73.0,435.0,63.0,129.0,,,1.0,,,,,,,,
CO,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,produced gas,Mcf,,,,,,,,,,,133117.0,,,,,,115338.0,141595.0,97139.0,68974.0,66797.0,54551.0,98954.0,78425.0,106549.0,
ND,31 Operating Llc (Private),31 Operating Llc,Private,produced gas,Mcf,54.0,242.0,277.0,182.0,233.0,269.0,72.0,206.0,,9.0,9.0,,,,,,,,,,,,,,,
ND,Armstrong Operating Inc (Private),Armstrong Operating Inc,Private,produced gas,Mcf,,,,,,,,,,,,,,,,,,352.0,,,,,,,,
ND,Ballantyne Oil Llc (Private),Ballantyne Oil Llc,Private,produced gas,Mcf,7478.0,6459.0,6683.0,7013.0,7246.0,7460.0,8052.0,8154.0,7866.0,7343.0,6893.0,6870.0,6859.0,6862.0,6506.0,5164.0,3512.0,3653.0,3812.0,5196.0,5107.0,4617.0,4046.0,4233.0,4243.0,
ND,Ballard Petroleum Holdings Llc (Private),Ballard Petroleum Holdings Llc,Private,produced gas,Mcf,,,1.0,,,10.0,31.0,19.0,9.0,,,,673.0,815.0,967.0,913.0,,850.0,279.0,1011.0,921.0,1039.0,916.0,938.0,924.0,
ND,Behm Energy Inc (Private),Behm Energy Inc,Private,produced gas,Mcf,78.0,990.0,117.0,1796.0,1209.0,168.0,1330.0,955.0,632.0,419.0,15.0,5.0,5.0,5.0,2.0,2.0,10.0,10.0,10.0,,5.0,5.0,5.0,5.0,5.0,5.0
ND,Burnett Energy Inc (Private),Burnett Energy Inc,Private,produced gas,Mcf,303.0,216.0,253.0,209.0,221.0,147.0,39.0,111.0,,156.0,290.0,235.0,,,,,,,,,,,,,,
ND,Challenger Point Energy Llc (Private),Challenger Point Energy Llc,Private,produced gas,Mcf,,,,,,,,,,,,,,,,,981.0,,4.0,,,,,,,
ND,Cobra Oil & Gas Corporation (Private),Cobra Oil & Gas Corporation,Private,produced gas,Mcf,16094.0,17580.0,26147.0,29027.0,28135.0,26642.0,40357.0,23725.0,16454.0,43045.0,32243.0,34137.0,27289.0,28414.0,29268.0,23023.0,9426.0,36094.0,35523.0,36923.0,42019.0,35823.0,40211.0,34865.0,32582.0,
ND,Cornerstone Natural Resources Llc (Private),Cornerstone Natural Resources Llc,Private,produced gas,Mcf,1031.0,767.0,1711.0,2235.0,1285.0,840.0,2546.0,8608.0,1759.0,11404.0,16699.0,6289.0,3169.0,4191.0,2866.0,176.0,102.0,5249.0,2873.0,3545.0,6465.0,6861.0,5589.0,6117.0,4614.0,
ND,Eagle Operating Inc (Private),Eagle Operating Inc,Private,produced gas,Mcf,4000.0,5600.0,6212.0,5600.0,6200.0,6012.0,6200.0,6200.0,6012.0,5000.0,6000.0,1612.0,1800.0,5800.0,5012.0,400.0,,4600.0,6200.0,6200.0,2400.0,,2400.0,3200.0,6200.0,
ND,Foundation Energy Management Llc (Private),Foundation Energy Management Llc,Private,produced gas,Mcf,6526.0,6509.0,6272.0,8989.0,14691.0,12810.0,16127.0,11890.0,11351.0,12625.0,10629.0,8485.0,9020.0,7059.0,8360.0,9169.0,6006.0,9068.0,8984.0,8694.0,9001.0,8414.0,8680.0,7453.0,7226.0,
ND,Four Starr Production Llc (Private),Four Starr Production Llc,Private,produced gas,Mcf,185.0,41.0,71.0,152.0,166.0,174.0,174.0,171.0,135.0,151.0,164.0,169.0,98.0,219.0,175.0,158.0,163.0,,159.0,170.0,150.0,197.0,81.0,38.0,135.0,
ND,Future Acquisition Company Llc (Private),Future Acquisition Company Llc,Private,produced gas,Mcf,13126.0,10048.0,11061.0,15033.0,17565.0,16309.0,15695.0,15125.0,11393.0,8956.0,14034.0,14196.0,15113.0,11399.0,15296.0,13365.0,3192.0,12967.0,13524.0,12518.0,13030.0,8095.0,8562.0,9702.0,10435.0,
ND,Gadeco Llc (Private),Gadeco Llc,Private,produced gas,Mcf,21126.0,31211.0,31034.0,24379.0,16451.0,30021.0,21706.0,25166.0,26704.0,25771.0,19887.0,22866.0,21776.0,19788.0,21368.0,21596.0,24910.0,23584.0,24125.0,20227.0,10403.0,8673.0,20375.0,9741.0,24053.0,
ND,Galaxy Oil (Private),Galaxy Oil,Private,produced gas,Mcf,,,56.0,,,,,,,,,20.0,,11.0,24.0,,,,,,,,,,,
ND,Iron Oil Operating Llc (Private),Iron Oil Operating Llc,Private,produced gas,Mcf,79059.0,47758.0,87941.0,74586.0,73895.0,76861.0,77325.0,11893.0,24342.0,29296.0,30920.0,40201.0,88322.0,124187.0,87993.0,77947.0,15097.0,40889.0,16330.0,39170.0,96442.0,65515.0,69874.0,52227.0,92205.0,
ND,Jettison Inc (Private),Jettison Inc,Private,produced gas,Mcf,899.0,242.0,625.0,1012.0,1039.0,942.0,1228.0,885.0,872.0,1023.0,668.0,899.0,206.0,192.0,63.0,,,,719.0,1055.0,905.0,452.0,620.0,961.0,847.0,
ND,Jordan Exploration Company Llc (Private),Jordan Exploration Company Llc,Private,produced gas,Mcf,693.0,693.0,1551.0,1782.0,1853.0,1917.0,3241.0,2147.0,1932.0,1635.0,1987.0,1274.0,1135.0,1219.0,1107.0,38.0,390.0,196.0,621.0,856.0,726.0,1285.0,859.0,424.0,872.0,
ND,Koda Resources Operating Llc (Private),Koda Resources Operating Llc,Private,produced gas,Mcf,3088.0,2352.0,3292.0,3017.0,3347.0,2809.0,3231.0,3396.0,10461.0,25606.0,37785.0,36510.0,32268.0,40199.0,42327.0,28888.0,11730.0,28022.0,24595.0,20831.0,18146.0,15206.0,11862.0,13510.0,11870.0,
ND,Leland Oil & Gas Llc (Private),Leland Oil & Gas Llc,Private,produced gas,Mcf,,,185.0,58.0,155.0,,409.0,54.0,110.0,59.0,,140.0,193.0,,,,60.0,86.0,609.0,,,,165.0,106.0,85.0,
ND,Liberty Resources Management Company Llc (Private),Liberty Resources Management Company Llc,Private,produced gas,Mcf,359769.0,290331.0,454582.0,405094.0,447292.0,380212.0,359455.0,414245.0,401445.0,427775.0,426802.0,402656.0,440836.0,297561.0,329837.0,233393.0,179282.0,188222.0,218186.0,148590.0,165595.0,223713.0,147327.0,215204.0,175870.0,236086.0
ND,Long Petroleum Inc (Private),Long Petroleum Inc,Private,produced gas,Mcf,,,,,,,,,,,,,,,,,,158.0,,,,,,,,
ND,Luff Exploration Company (Private),Luff Exploration Company,Private,produced gas,Mcf,13923.0,11997.0,12951.0,13100.0,13140.0,12045.0,13298.0,13479.0,12819.0,13439.0,13491.0,14188.0,14182.0,12988.0,14409.0,14263.0,13495.0,9427.0,9786.0,10202.0,10126.0,12197.0,11337.0,11525.0,11278.0,
ND,Mcrae & Henry Ltd (Private),Mcrae & Henry Ltd,Private,produced gas,Mcf,140.0,17.0,,73.0,145.0,128.0,123.0,59.0,96.0,103.0,148.0,135.0,140.0,113.0,122.0,,,,,,61.0,58.0,112.0,118.0,70.0,
ND,Medora Minerals Llc (Private),Medora Minerals Llc,Private,produced gas,Mcf,320.0,242.0,314.0,296.0,302.0,295.0,314.0,289.0,231.0,218.0,217.0,193.0,196.0,178.0,145.0,,,295.0,293.0,345.0,266.0,258.0,285.0,291.0,277.0,
ND,Mercury Resources Llc (Private),Mercury Resources Llc,Private,produced gas,Mcf,9688.0,7998.0,2662.0,,6943.0,10374.0,12909.0,13122.0,12724.0,13606.0,13020.0,13803.0,14453.0,13061.0,8604.0,,1316.0,14240.0,13959.0,15688.0,11052.0,12650.0,12837.0,14795.0,15692.0,
ND,Missouri River Resources Nd Llc (Private),Missouri River Resources Nd Llc,Private,produced gas,Mcf,73361.0,45026.0,90037.0,84722.0,98081.0,72253.0,43581.0,25972.0,33969.0,34484.0,9220.0,22232.0,16796.0,23066.0,9527.0,8286.0,7289.0,21365.0,21190.0,23233.0,21898.0,29531.0,31525.0,33011.0,17949.0,
ND,Nine Point Energy Llc (Private),Nine Point Energy Llc,Private,produced gas,Mcf,392575.0,328986.0,391690.0,403213.0,465447.0,468772.0,517206.0,552439.0,607624.0,678144.0,573714.0,748579.0,659332.0,558650.0,572152.0,438013.0,382222.0,264560.0,240982.0,200346.0,120838.0,186786.0,259791.0,295924.0,176164.0,
ND,North Range Resources Llc (Private),North Range Resources Llc,Private,produced gas,Mcf,2725.0,1727.0,3047.0,3907.0,2859.0,2080.0,1885.0,2023.0,2030.0,1555.0,2312.0,2633.0,2604.0,,,,,,,,,,,,,
ND,Np Resources Llc (Private),Np Resources Llc,Private,produced gas,Mcf,81817.0,66048.0,49330.0,46673.0,54601.0,38529.0,51636.0,8574.0,7703.0,61279.0,8855.0,25235.0,14810.0,11622.0,28706.0,10862.0,17294.0,25501.0,23995.0,44803.0,55058.0,52231.0,23640.0,25985.0,34697.0,
ND,Peregrine Petroleum Partners Ltd (Private),Peregrine Petroleum Partners Ltd,Private,produced gas,Mcf,28784.0,18750.0,21435.0,1258.0,13817.0,7309.0,23793.0,18161.0,32859.0,53441.0,57441.0,19001.0,41756.0,46302.0,8113.0,591.0,28.0,486.0,2334.0,11502.0,19690.0,23638.0,20083.0,16796.0,15505.0,
ND,Petrogulf Corporation (Private),Petrogulf Corporation,Private,produced gas,Mcf,17342.0,14463.0,16327.0,21528.0,21850.0,19661.0,15772.0,19704.0,19901.0,18973.0,22827.0,23588.0,15175.0,18809.0,10239.0,3734.0,1467.0,2869.0,3257.0,3047.0,6933.0,4514.0,2069.0,11569.0,18705.0,
ND,Petroshale (Us) Inc (Private),Petroshale (Us) Inc,Private,produced gas,Mcf,195110.0,128457.0,126218.0,130187.0,240476.0,235761.0,310432.0,389690.0,403611.0,384002.0,442967.0,580011.0,563670.0,445371.0,477980.0,407360.0,471648.0,471104.0,479746.0,496052.0,413003.0,441828.0,408824.0,398982.0,370693.0,
ND,Po & G Operating Llc (Private),Po & G Operating Llc,Private,produced gas,Mcf,,,,,,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,
TX,B. J. P. Operating (Private),B. J. P. Operating,Private,produced gas,Mcf,,29.0,50.0,64.0,47.0,,33.0,,,50.0,33.0,,,,,,,,,,,,,,,
ND,Prima Exploration Inc (Private),Prima Exploration Inc,Private,produced gas,Mcf,4314.0,2266.0,847.0,1311.0,,,,,9374.0,8510.0,8553.0,9367.0,9505.0,9247.0,6742.0,1219.0,999.0,3632.0,4577.0,9478.0,7319.0,7051.0,6911.0,8082.0,8939.0,
ND,Rampart Energy Company (Private),Rampart Energy Company,Private,produced gas,Mcf,5355.0,2257.0,1769.0,5377.0,5280.0,6528.0,3792.0,2785.0,,,,3267.0,,579.0,,,1056.0,4335.0,3336.0,,199.0,,,15.0,,
ND,Resonance Exploration (North Dakota) Llc (Private),Resonance Exploration (North Dakota) Llc,Private,produced gas,Mcf,2418.0,1881.0,2509.0,2580.0,2559.0,2415.0,2436.0,1675.0,1605.0,3281.0,3313.0,2770.0,2958.0,2742.0,3015.0,1956.0,986.0,3454.0,6990.0,6029.0,6266.0,6639.0,6027.0,6325.0,6335.0,5686.0
ND,Resource Energy Can-Am Llc (Private),Resource Energy Can-Am Llc,Private,produced gas,Mcf,199019.0,188808.0,181508.0,199939.0,185821.0,198531.0,199773.0,215766.0,215956.0,232080.0,185417.0,193380.0,218688.0,160424.0,176208.0,59185.0,33827.0,28237.0,28691.0,153194.0,141282.0,174082.0,159066.0,143272.0,147232.0,
ND,Rim Operating Inc (Private),Rim Operating Inc,Private,produced gas,Mcf,8185.0,3869.0,4876.0,4389.0,5136.0,4020.0,3465.0,2899.0,3178.0,3837.0,6096.0,5894.0,5920.0,5094.0,3576.0,2159.0,189.0,3543.0,5676.0,5525.0,4592.0,4976.0,4437.0,4278.0,3650.0,
ND,Ritter Laber & Associates Inc (Private),Ritter Laber & Associates Inc,Private,produced gas,Mcf,82.0,18.0,73.0,55.0,54.0,69.0,61.0,53.0,50.0,70.0,67.0,58.0,53.0,47.0,22.0,68.0,,,,,,,51.0,30.0,,
ND,Samson Oil And Gas Usa Inc (Private),Samson Oil And Gas Usa Inc,Private,produced gas,Mcf,6549.0,4257.0,6046.0,7650.0,8158.0,10285.0,10720.0,11723.0,8787.0,9022.0,9356.0,8453.0,6158.0,8727.0,9853.0,11873.0,10816.0,9529.0,7439.0,6490.0,5173.0,5197.0,7303.0,8265.0,7546.0,
ND,Shd Oil & Gas Llc (Private),Shd Oil & Gas Llc,Private,produced gas,Mcf,44222.0,26489.0,7883.0,19361.0,25606.0,15187.0,21996.0,22618.0,13510.0,16903.0,25837.0,31765.0,18412.0,31491.0,30555.0,18069.0,2714.0,2358.0,4031.0,44495.0,37490.0,23709.0,17605.0,28645.0,14704.0,
ND,Siana Oil & Gas Llc (Private),Siana Oil & Gas Llc,Private,produced gas,Mcf,670.0,1240.0,1240.0,1220.0,930.0,1240.0,2500.0,910.0,560.0,780.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,
ND,Sinclair Oil & Gas Company (Private),Sinclair Oil & Gas Company,Private,produced gas,Mcf,99858.0,78845.0,67014.0,77949.0,95400.0,72098.0,81762.0,178710.0,202380.0,158172.0,224247.0,224214.0,178863.0,210409.0,194473.0,53644.0,2250.0,5387.0,46025.0,69526.0,72206.0,112120.0,124220.0,137289.0,119782.0,
ND,Versa Operating Llc (Private),Versa Operating Llc,Private,produced gas,Mcf,155.0,121.0,179.0,159.0,195.0,212.0,84.0,102.0,262.0,233.0,198.0,207.0,209.0,39.0,39.0,122.0,12.0,60.0,,220.0,177.0,177.0,204.0,36.0,230.0,34.0
ND,Wesco Operating Inc (Private),Wesco Operating Inc,Private,produced gas,Mcf,3013.0,3178.0,3059.0,1822.0,3117.0,2716.0,2937.0,1387.0,2713.0,2615.0,2953.0,2967.0,3097.0,3941.0,3143.0,2101.0,,718.0,4886.0,4463.0,3187.0,3674.0,3933.0,2973.0,3959.0,
ND,White Butte Oil Operations Llc (Private),White Butte Oil Operations Llc,Private,produced gas,Mcf,8041.0,40823.0,56042.0,24495.0,31980.0,46422.0,56849.0,55874.0,44131.0,52741.0,49032.0,67051.0,146897.0,103376.0,55726.0,12925.0,390.0,226.0,120.0,16361.0,19353.0,7000.0,6785.0,13550.0,35293.0,
ND,White Rock Oil & Gas Llc (Private),White Rock Oil & Gas Llc,Private,produced gas,Mcf,14910.0,16346.0,19646.0,16255.0,31879.0,15013.0,45654.0,16730.0,21920.0,39483.0,18809.0,31210.0,32588.0,21337.0,24136.0,22756.0,8342.0,27704.0,21434.0,39837.0,36486.0,34119.0,13070.0,19439.0,37646.0,
ND,Windridge Operating Llc (Private),Windridge Operating Llc,Private,produced gas,Mcf,7027.0,,,,9428.0,11174.0,10633.0,8440.0,8577.0,12504.0,12078.0,7784.0,7310.0,6792.0,6743.0,2338.0,600.0,8221.0,6638.0,5468.0,5653.0,7631.0,5646.0,6098.0,5928.0,
ND,Windsor Dakota Llc (Private),Windsor Dakota Llc,Private,produced gas,Mcf,,,,,,,,,,,,,,,,,1778.0,,,,,,,,,
