state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021
CO,Antelope Energy Company Llc (Private),Antelope Energy Company Llc,Private,produced oil,Bbl,7.0,,,27.0,19.0,26.0,15.0,29.0,30.0,20.0,21.0,20.0,,,,,,,,,,,,,,
CO,Apex Oil Ventures Inc (Private),Apex Oil Ventures Inc,Private,produced oil,Bbl,512.0,,466.0,,508.0,474.0,,,206.0,,,450.0,,,276.0,283.0,247.0,,272.0,285.0,279.0,,290.0,299.0,,
CO,Ausco Petroleum Inc (Private),Ausco Petroleum Inc,Private,produced oil,Bbl,176.0,63.0,151.0,150.0,104.0,84.0,87.0,84.0,405.0,281.0,229.0,59.0,234.0,128.0,25.0,,,,,,,,,,,
CO,Axis Exploration Llc (Private),Axis Exploration Llc,Private,produced oil,Bbl,7063.0,5791.0,5559.0,6312.0,6016.0,5695.0,6004.0,5897.0,5177.0,1163.0,,177.0,129.0,1493.0,4799.0,3158.0,522.0,,,,3189.0,2231.0,3090.0,4389.0,3206.0,
CO,Bison Oil Gas Ii Llc (Private),Bison Oil Gas Ii Llc,Private,produced oil,Bbl,,,,,,,,33.0,267.0,,,78.0,,,,,,,,,,,,,,
CO,Ccrp Operating Inc (Private),Ccrp Operating Inc,Private,produced oil,Bbl,21800.0,38648.0,17074.0,25250.0,48724.0,36995.0,23566.0,35693.0,15339.0,17134.0,27863.0,10056.0,43759.0,2237.0,1466.0,19112.0,,24660.0,16061.0,12345.0,10145.0,12769.0,10119.0,1031.0,499.0,
CO,Charles P Dunning Llc (Private),Charles P Dunning Llc,Private,produced oil,Bbl,1567.0,1119.0,1668.0,1621.0,1658.0,1486.0,1395.0,1333.0,1252.0,1400.0,1342.0,1280.0,1275.0,1159.0,1209.0,1155.0,1064.0,1038.0,1123.0,1096.0,1096.0,1087.0,1037.0,1072.0,,
CO,Colorado Interstate Gas Company Llc (Private),Colorado Interstate Gas Company Llc,Private,produced oil,Bbl,,,,,,,,,,,,,,,,,,538.0,,,,,,,,
CO,Confluence Dj Llc (Private),Confluence Dj Llc,Private,produced oil,Bbl,,270.0,6663.0,9546.0,12540.0,10803.0,,,,,,,,,,,,,,,,,,,,
CO,Crestone Peak Resources Operating Llc (Private),Crestone Peak Resources Operating Llc,Private,produced oil,Bbl,109234.0,99974.0,20026.0,34462.0,69504.0,140148.0,107220.0,234320.0,407220.0,269025.0,223913.0,245954.0,172152.0,133159.0,59869.0,129508.0,9325.0,,45709.0,39617.0,29050.0,33190.0,76084.0,105539.0,25932.0,
CO,D90 Energy Llc (Private),D90 Energy Llc,Private,produced oil,Bbl,22362.0,19540.0,20069.0,9188.0,2260.0,,,,,,,,,,,,,,,,,,,,,
CO,Eastco Operating Llc (Private),Eastco Operating Llc,Private,produced oil,Bbl,116.0,51.0,9.0,,139.0,92.0,136.0,134.0,104.0,123.0,139.0,129.0,93.0,51.0,3.0,,,,,,,,,,,
CO,Edge Energy Ii Llc (Private),Edge Energy Ii Llc,Private,produced oil,Bbl,,,1118.0,214.0,246.0,253.0,251.0,300.0,,478.0,246.0,8692.0,99.0,269.0,277.0,,,,,,,,,,,
CO,Energy Investments Inc (Private),Energy Investments Inc,Private,produced oil,Bbl,766.0,932.0,935.0,812.0,886.0,808.0,779.0,915.0,845.0,804.0,950.0,976.0,,,1426.0,947.0,852.0,769.0,804.0,1007.0,820.0,1554.0,968.0,,633.0,
CO,Fritz Digman Inc (Private),Fritz Digman Inc,Private,produced oil,Bbl,,31.0,87.0,,,,,43.0,101.0,79.0,47.0,16.0,,9.0,186.0,149.0,134.0,50.0,56.0,89.0,149.0,92.0,87.0,80.0,81.0,
CO,Fritzler Resources Inc (Private),Fritzler Resources Inc,Private,produced oil,Bbl,,38.0,39.0,37.0,35.0,14.0,7.0,8.0,8.0,,4.0,,,,,,,,,,,,,,,
CO,Gadeco Llc (Private),Gadeco Llc,Private,produced oil,Bbl,,,368.0,328.0,159.0,,,879.0,,,,,,,,,,,,,,,,,,
CO,Grand Mesa Operating Co (Private),Grand Mesa Operating Co,Private,produced oil,Bbl,15538.0,12040.0,10519.0,5145.0,9677.0,1429.0,3246.0,9370.0,3884.0,7649.0,8600.0,9708.0,3491.0,4388.0,3753.0,,294.0,3970.0,2534.0,3240.0,2459.0,2082.0,4271.0,5320.0,4532.0,
CO,Grmr Oil Gas Llc (Private),Grmr Oil Gas Llc,Private,produced oil,Bbl,2830.0,2077.0,2329.0,2736.0,2378.0,2204.0,2186.0,1960.0,1748.0,1737.0,2003.0,1464.0,1436.0,1939.0,1111.0,,,858.0,,,42.0,,,,,
CO,Incremental Oil & Gas (Florence) Llc (Private),Incremental Oil & Gas (Florence) Llc,Private,produced oil,Bbl,965.0,822.0,926.0,1461.0,1276.0,1212.0,1077.0,1170.0,1041.0,980.0,882.0,667.0,1181.0,1012.0,813.0,,,,,,,,,,,
CO,Kp Kauffman Company Inc (Private),Kp Kauffman Company Inc,Private,produced oil,Bbl,878.0,536.0,32.0,49.0,297.0,211.0,366.0,654.0,177.0,397.0,53.0,266.0,1188.0,325.0,1530.0,581.0,634.0,1423.0,277.0,412.0,289.0,333.0,430.0,783.0,240.0,
CO,Laramie Energy Llc (Private),Laramie Energy Llc,Private,produced oil,Bbl,,,,93.0,95.0,76.0,38.0,147.0,100.0,105.0,85.0,104.0,142.0,16.0,51.0,33.0,43.0,40.0,26.0,49.0,37.0,21.0,46.0,58.0,8.0,
CO,Longs Peak Resources Llc (Private),Longs Peak Resources Llc,Private,produced oil,Bbl,9574.0,6659.0,6474.0,5944.0,8153.0,7958.0,7295.0,7710.0,7163.0,6586.0,6389.0,1056.0,5716.0,4485.0,5645.0,2333.0,1310.0,7819.0,5955.0,4685.0,5271.0,5160.0,5061.0,5846.0,5704.0,
CO,Magpie Operating Inc (Private),Magpie Operating Inc,Private,produced oil,Bbl,,,,,,,,,,13062.0,,,,,,,,,,,,,,,,
CO,Mallard Exploration Llc (Private),Mallard Exploration Llc,Private,produced oil,Bbl,,1576.0,9686.0,,14110.0,42592.0,48516.0,,,,,,,,,,,1450.0,,,,,,,,
CO,Mccartney Engineering Llc (Private),Mccartney Engineering Llc,Private,produced oil,Bbl,285.0,283.0,315.0,254.0,233.0,293.0,329.0,,386.0,,,,,,,,,,,,,,,,,
CO,Mccoy Petroleum Corporation (Private),Mccoy Petroleum Corporation,Private,produced oil,Bbl,,,,,,,,,,,,,,460.0,693.0,482.0,,415.0,400.0,394.0,367.0,308.0,430.0,1565.0,726.0,817.0
CO,Merrion Oil Gas Corp (Private),Merrion Oil Gas Corp,Private,produced oil,Bbl,338.0,228.0,182.0,193.0,195.0,186.0,152.0,223.0,208.0,168.0,147.0,153.0,143.0,,266.0,143.0,,,,,293.0,,,,,119.0
CO,Murfin Drilling Company Inc (Private),Murfin Drilling Company Inc,Private,produced oil,Bbl,2039.0,1297.0,1586.0,1669.0,1088.0,1230.0,3405.0,2385.0,2063.0,1963.0,1834.0,1353.0,1186.0,827.0,962.0,608.0,49.0,1227.0,1064.0,949.0,800.0,828.0,727.0,807.0,719.0,
CO,Nickel Road Operating Llc (Private),Nickel Road Operating Llc,Private,produced oil,Bbl,,,,,,,,,,2562.0,23041.0,,,,,,,,,,,14983.0,,,,
CO,Organic Energy Company Llc (Private),Organic Energy Company Llc,Private,produced oil,Bbl,67.0,3306.0,3634.0,3450.0,2673.0,4432.0,5149.0,1233.0,4404.0,1218.0,1174.0,3300.0,3363.0,2988.0,2954.0,2435.0,1142.0,2505.0,2138.0,1877.0,1911.0,,,2952.0,2954.0,2633.0
CO,Oxbow Properties Inc (Private),Oxbow Properties Inc,Private,produced oil,Bbl,,,,,,,,,,,,,,,,,109.0,82.0,27.0,47.0,30.0,27.0,40.0,20.0,,
CO,Petro Operating Company Llc (Private),Petro Operating Company Llc,Private,produced oil,Bbl,,,,,,,15637.0,5842.0,,,,,,,,,,,,,,,,,,
CO,Petroleum Resource Management Corp. (Private),Petroleum Resource Management Corp.,Private,produced oil,Bbl,20303.0,18127.0,,,,,,,,,8396.0,9716.0,12084.0,11096.0,2957.0,1228.0,,,,,,,,,,
CO,Phoenix Resources Llc (Private),Phoenix Resources Llc,Private,produced oil,Bbl,,,,,106.0,55.0,113.0,35.0,42.0,48.0,10.0,,,53.0,63.0,,,,,,,,,,,
CO,Prospect Energy Llc (Private),Prospect Energy Llc,Private,produced oil,Bbl,492.0,438.0,230.0,202.0,161.0,218.0,212.0,199.0,193.0,195.0,186.0,188.0,188.0,163.0,168.0,125.0,,316.0,157.0,164.0,153.0,148.0,143.0,135.0,,
CO,Renegade Oil Gas Company Llc (Private),Renegade Oil Gas Company Llc,Private,produced oil,Bbl,2133.0,1738.0,1738.0,2582.0,2254.0,1983.0,1886.0,2342.0,1758.0,1736.0,1802.0,2031.0,2120.0,1978.0,1986.0,1658.0,2101.0,2049.0,2091.0,1770.0,1831.0,1698.0,1887.0,1879.0,1760.0,
CO,Robert L Bayless Producer Llc (Private),Robert L Bayless Producer Llc,Private,produced oil,Bbl,270.0,228.0,126.0,86.0,330.0,129.0,352.0,358.0,736.0,178.0,213.0,138.0,178.0,521.0,574.0,611.0,143.0,65.0,,355.0,498.0,497.0,193.0,,29.0,
CO,Seeley Oil Company Llc (Private),Seeley Oil Company Llc,Private,produced oil,Bbl,1435.0,1731.0,1766.0,1577.0,1819.0,1165.0,1129.0,1133.0,1178.0,1130.0,1071.0,1694.0,1504.0,1372.0,1469.0,1367.0,1299.0,1103.0,1297.0,1395.0,1232.0,1281.0,1214.0,1260.0,1208.0,
CO,Tep Rocky Mountain Llc (Private),Tep Rocky Mountain Llc,Private,produced oil,Bbl,698.0,2034.0,2173.0,2084.0,1630.0,1527.0,1393.0,1530.0,1338.0,1338.0,1404.0,1522.0,1124.0,1513.0,7973.0,7293.0,6173.0,6574.0,5909.0,5287.0,4996.0,5173.0,4364.0,5095.0,2862.0,
CO,Top Operating Company (Private),Top Operating Company,Private,produced oil,Bbl,,,,,,,,,,15.0,,15.0,24.0,35.0,23.0,57.0,46.0,,43.0,20.0,40.0,20.0,15.0,11.0,18.0,
CO,Tyler Rockies Exploration Ltd (Private),Tyler Rockies Exploration Ltd,Private,produced oil,Bbl,572.0,572.0,400.0,490.0,413.0,,604.0,377.0,231.0,441.0,271.0,,,,,,,,,,,,,,,
CO,Upland Exploration Llc (Private),Upland Exploration Llc,Private,produced oil,Bbl,,,,,,,,,,,,,,,,,,23912.0,20875.0,12321.0,8770.0,8363.0,7343.0,6913.0,6463.0,
CO,Wesco Operating Inc (Private),Wesco Operating Inc,Private,produced oil,Bbl,286.0,,,,,,,,,,,,572.0,728.0,649.0,519.0,,,,401.0,853.0,306.0,273.0,412.0,230.0,
CO,Wexpro Company (Private),Wexpro Company,Private,produced oil,Bbl,,41.0,,,,,,,,,,,,,,,,,,,,,,,,
CO,Wiepking-Fullerton Energy Llc (Private),Wiepking-Fullerton Energy Llc,Private,produced oil,Bbl,225.0,190.0,7722.0,8305.0,2061.0,186.0,170.0,152.0,171.0,62.0,80.0,137.0,195.0,156.0,176.0,8.0,,29.0,98.0,156.0,176.0,183.0,183.0,127.0,163.0,
CO,Bonanza Creek Energy Inc (BCEI),Bonanza Creek Energy Inc,BCEI,produced oil,Bbl,91902.0,82849.0,91977.0,86198.0,71279.0,63760.0,63603.0,57890.0,56013.0,53435.0,44445.0,45562.0,48162.0,33732.0,35155.0,32154.0,33769.0,32655.0,31665.0,30138.0,26249.0,27901.0,24071.0,22321.0,27170.0,
CO,Caerus Oil And Gas (Private),Caerus Oil And Gas,Private,produced oil,Bbl,2998.0,5820.0,576.0,6747.0,6171.0,3208.0,4926.0,6907.0,5476.0,4231.0,4824.0,6080.0,5282.0,5919.0,5132.0,9027.0,3583.0,3970.0,8563.0,10645.0,11504.0,9541.0,7281.0,6074.0,7907.0,
CO,ConocoPhillips Co (COP),ConocoPhillips Co,COP,produced oil,Bbl,7588.0,7632.0,4918.0,5601.0,10277.0,7082.0,22355.0,3734.0,10287.0,2456.0,1890.0,5437.0,2934.0,172.0,193.0,164.0,161.0,,204.0,148.0,8994.0,128.0,126.0,,,
CO,Chevron Corp (CVX),Chevron Corp,CVX,produced oil,Bbl,244361.0,214029.0,227636.0,226937.0,233308.0,228227.0,249301.0,228451.0,229476.0,228572.0,220833.0,239494.0,167190.0,163565.0,136446.0,159197.0,169408.0,169549.0,5837.0,222843.0,214883.0,205537.0,195450.0,213358.0,196844.0,
CO,Enerplus Corp (ERF),Enerplus Corp,ERF,produced oil,Bbl,43711.0,35832.0,34864.0,31489.0,37892.0,24832.0,25470.0,6752.0,68348.0,78494.0,98257.0,29630.0,39729.0,58771.0,8053.0,49552.0,15097.0,17278.0,21330.0,12792.0,8073.0,17103.0,10197.0,6893.0,,
CO,Great Western Operating Co LLC (Private),Great Western Operating Co LLC,Private,produced oil,Bbl,609.0,593.0,13372.0,,,,,,,,,,,,10822.0,,,,,,,,,,,
CO,HighPoint Resources Corp (HPR),HighPoint Resources Corp,HPR,produced oil,Bbl,646014.0,541823.0,,,,197135.0,249503.0,2302.0,236.0,1170.0,,,,232.0,,,,,,,,,,,,
CO,Kinder Morgan Inc (KMI),Kinder Morgan Inc,KMI,produced oil,Bbl,10.0,6.0,10.0,6.0,6.0,10.0,6.0,6.0,6.0,10.0,6.0,7.0,8.0,12.0,23.0,4.0,18.0,17.0,5.0,16.0,24.0,1.0,13.0,1.0,2.0,5.0
CO,Noble Energy Inc (NBL),Noble Energy Inc,NBL,produced oil,Bbl,610485.0,493737.0,568692.0,334874.0,404887.0,826522.0,1195776.0,1121206.0,1093400.0,894095.0,756434.0,752593.0,707961.0,647410.0,763333.0,369110.0,787917.0,463900.0,265863.0,348085.0,497924.0,408121.0,348881.0,416463.0,22968.0,
CO,SandRidge Energy Inc (SD),SandRidge Energy Inc,SD,produced oil,Bbl,104432.0,85481.0,79255.0,161066.0,212281.0,173843.0,135513.0,119855.0,171659.0,199519.0,172949.0,162150.0,147539.0,122024.0,115608.0,101563.0,89945.0,75966.0,83722.0,79597.0,82985.0,80464.0,75310.0,73583.0,68546.0,
CO,Southwestern Energy Co (SWN),Southwestern Energy Co,SWN,produced oil,Bbl,1200.0,804.0,1411.0,935.0,1283.0,880.0,1222.0,1165.0,866.0,1268.0,1315.0,986.0,1084.0,646.0,940.0,1004.0,1052.0,1092.0,933.0,1064.0,749.0,1080.0,1018.0,1223.0,913.0,
CO,True Oil LLC (Private),True Oil LLC,Private,produced oil,Bbl,50052.0,175143.0,85546.0,76983.0,76212.0,56791.0,46782.0,36836.0,37660.0,35260.0,59552.0,24876.0,26035.0,24166.0,21311.0,7963.0,2575.0,,,,,17735.0,,13153.0,,
CO,Verdad Resources LLC (Private),Verdad Resources LLC,Private,produced oil,Bbl,2278.0,186.0,2770.0,3430.0,3293.0,3280.0,2740.0,2771.0,2193.0,2585.0,2031.0,1938.0,2888.0,2104.0,2361.0,1847.0,12.0,1397.0,2183.0,2647.0,2277.0,1458.0,684.0,945.0,,
CO,Whiting Petroleum Corp (WLL),Whiting Petroleum Corp,WLL,produced oil,Bbl,223108.0,253318.0,275119.0,86660.0,240805.0,70071.0,155409.0,244337.0,141259.0,245886.0,120303.0,94271.0,104456.0,54973.0,126051.0,78184.0,122821.0,168053.0,80760.0,66325.0,97891.0,159804.0,81761.0,94669.0,81543.0,
CO,Extraction Oil and Gas Inc (XOG),Extraction Oil and Gas Inc,XOG,produced oil,Bbl,32048.0,12059.0,13745.0,12348.0,10628.0,9348.0,3743.0,3110.0,2717.0,1804.0,1799.0,2185.0,3674.0,1981.0,1949.0,,,,,,,,,,,
CO,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,produced oil,Bbl,,,,,,,,,,,237.0,,,,,,343.0,440.0,288.0,314.0,191.0,138.0,503.0,197.0,420.0,
ND,31 Operating Llc (Private),31 Operating Llc,Private,produced oil,Bbl,,295.0,340.0,250.0,365.0,506.0,98.0,124.0,,3.0,3.0,,,,,,,,,,,,,,,
ND,Armstrong Operating Inc (Private),Armstrong Operating Inc,Private,produced oil,Bbl,,,,,,,,,,,,,,,,,,656.0,,,,,,,,
ND,Ballantyne Oil Llc (Private),Ballantyne Oil Llc,Private,produced oil,Bbl,23922.0,19210.0,21128.0,23932.0,26040.0,26260.0,27345.0,28206.0,27666.0,25775.0,26583.0,26529.0,24198.0,24451.0,23351.0,18894.0,13403.0,11666.0,11556.0,15432.0,16996.0,16705.0,15754.0,16926.0,19319.0,
ND,Ballard Petroleum Holdings Llc (Private),Ballard Petroleum Holdings Llc,Private,produced oil,Bbl,,,291.0,,,6575.0,7368.0,1378.0,5605.0,,,,4515.0,5460.0,6487.0,5154.0,,9233.0,12182.0,12381.0,6175.0,9384.0,6146.0,6293.0,6201.0,
ND,Behm Energy Inc (Private),Behm Energy Inc,Private,produced oil,Bbl,680.0,1040.0,113.0,1645.0,984.0,183.0,932.0,659.0,534.0,204.0,,,,,,,,,,,,,,,,
ND,Burnett Energy Inc (Private),Burnett Energy Inc,Private,produced oil,Bbl,350.0,249.0,293.0,241.0,255.0,169.0,45.0,129.0,,180.0,336.0,272.0,,,,,,,,,,,,,,
ND,Challenger Point Energy Llc (Private),Challenger Point Energy Llc,Private,produced oil,Bbl,,,,,,,,,,,,,,,,,140.0,,,,,,,,,
ND,Cobra Oil & Gas Corporation (Private),Cobra Oil & Gas Corporation,Private,produced oil,Bbl,34365.0,39996.0,50249.0,63077.0,64327.0,60029.0,65842.0,49234.0,46652.0,67534.0,52176.0,60549.0,46799.0,45468.0,48666.0,35653.0,5880.0,53744.0,57628.0,60016.0,60569.0,58815.0,60490.0,60922.0,57657.0,
ND,Cornerstone Natural Resources Llc (Private),Cornerstone Natural Resources Llc,Private,produced oil,Bbl,726.0,501.0,1327.0,1565.0,561.0,682.0,1503.0,3861.0,1204.0,7464.0,10147.0,2454.0,1851.0,2213.0,1935.0,172.0,95.0,6212.0,4948.0,5270.0,8115.0,7762.0,6815.0,7159.0,5719.0,
ND,Eagle Operating Inc (Private),Eagle Operating Inc,Private,produced oil,Bbl,413.0,458.0,550.0,436.0,540.0,462.0,479.0,397.0,424.0,457.0,478.0,162.0,221.0,675.0,504.0,14.0,,636.0,498.0,465.0,146.0,,365.0,424.0,658.0,
ND,F & L Petroleum Llc (Private),F & L Petroleum Llc,Private,produced oil,Bbl,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
ND,Filco Incorporated (Private),Filco Incorporated,Private,produced oil,Bbl,,,,,,,235.0,,,,,,,,,,,,,,,,,,,
ND,Foundation Energy Management Llc (Private),Foundation Energy Management Llc,Private,produced oil,Bbl,12904.0,11677.0,10777.0,11459.0,11931.0,10667.0,12248.0,12046.0,9686.0,10387.0,10604.0,9645.0,10631.0,6712.0,9957.0,9552.0,7550.0,11654.0,10252.0,9813.0,10095.0,10040.0,10035.0,8899.0,7859.0,
ND,Four Starr Production Llc (Private),Four Starr Production Llc,Private,produced oil,Bbl,434.0,97.0,166.0,356.0,389.0,409.0,408.0,401.0,316.0,355.0,385.0,396.0,231.0,514.0,411.0,372.0,383.0,,373.0,399.0,353.0,462.0,190.0,90.0,316.0,
ND,Future Acquisition Company Llc (Private),Future Acquisition Company Llc,Private,produced oil,Bbl,21198.0,17375.0,19306.0,19059.0,20489.0,18196.0,17013.0,17002.0,12851.0,11352.0,17020.0,18060.0,17610.0,12417.0,16488.0,14175.0,4956.0,14316.0,14858.0,13442.0,11729.0,13073.0,12121.0,12846.0,11829.0,
ND,Gadeco Llc (Private),Gadeco Llc,Private,produced oil,Bbl,15355.0,16105.0,14677.0,12736.0,15973.0,14760.0,10536.0,14634.0,14370.0,13877.0,11715.0,13001.0,11732.0,10876.0,12019.0,11143.0,11709.0,10092.0,10441.0,9087.0,4718.0,3261.0,7463.0,3504.0,10522.0,
ND,Galaxy Oil (Private),Galaxy Oil,Private,produced oil,Bbl,,,70.0,,,,,,,,,27.0,,23.0,48.0,,,,,,,,,,,
ND,Iron Oil Operating Llc (Private),Iron Oil Operating Llc,Private,produced oil,Bbl,55432.0,31963.0,56630.0,43354.0,45067.0,39817.0,36068.0,4965.0,10848.0,14346.0,16468.0,18994.0,60994.0,83500.0,57354.0,44888.0,6810.0,22884.0,9100.0,25409.0,59504.0,34946.0,38426.0,30962.0,54657.0,
ND,Jettison Inc (Private),Jettison Inc,Private,produced oil,Bbl,784.0,215.0,631.0,958.0,752.0,855.0,1138.0,541.0,717.0,1135.0,332.0,786.0,110.0,112.0,40.0,,,,864.0,1047.0,796.0,425.0,796.0,1021.0,807.0,
ND,Jordan Exploration Company Llc (Private),Jordan Exploration Company Llc,Private,produced oil,Bbl,940.0,288.0,617.0,715.0,734.0,751.0,1280.0,853.0,765.0,663.0,784.0,508.0,469.0,485.0,446.0,16.0,155.0,80.0,248.0,337.0,289.0,456.0,304.0,172.0,341.0,
ND,Koda Resources Operating Llc (Private),Koda Resources Operating Llc,Private,produced oil,Bbl,2463.0,2062.0,2929.0,2785.0,2974.0,2584.0,2624.0,2353.0,12607.0,32253.0,43503.0,43416.0,36769.0,38053.0,32020.0,21662.0,10794.0,20687.0,17326.0,15678.0,13809.0,12747.0,10382.0,11678.0,9806.0,
ND,Leland Oil & Gas Llc (Private),Leland Oil & Gas Llc,Private,produced oil,Bbl,,,206.0,64.0,172.0,,455.0,60.0,122.0,62.0,,155.0,214.0,,,,67.0,95.0,676.0,,,,183.0,118.0,94.0,
ND,Liberty Resources Management Company Llc (Private),Liberty Resources Management Company Llc,Private,produced oil,Bbl,141129.0,157745.0,246178.0,238426.0,256221.0,201047.0,187641.0,253770.0,228444.0,249584.0,231716.0,193351.0,190845.0,113037.0,112091.0,74155.0,68713.0,69336.0,68771.0,52590.0,54209.0,72340.0,52892.0,76447.0,60777.0,
ND,Luff Exploration Company (Private),Luff Exploration Company,Private,produced oil,Bbl,13870.0,12415.0,13355.0,13739.0,13889.0,13425.0,14428.0,13599.0,13364.0,13803.0,13540.0,14004.0,14055.0,12959.0,13939.0,13442.0,13498.0,12030.0,11991.0,12289.0,11654.0,13426.0,12284.0,12995.0,12477.0,
ND,Mcrae & Henry Ltd (Private),Mcrae & Henry Ltd,Private,produced oil,Bbl,283.0,34.0,,143.0,284.0,251.0,243.0,117.0,191.0,205.0,295.0,268.0,276.0,223.0,240.0,,,,,,121.0,115.0,222.0,234.0,139.0,
ND,Medora Minerals Llc (Private),Medora Minerals Llc,Private,produced oil,Bbl,6963.0,5823.0,6789.0,6491.0,7042.0,7086.0,7505.0,7316.0,6881.0,7017.0,6601.0,6396.0,7338.0,7161.0,5869.0,,,4165.0,7783.0,8318.0,7749.0,8043.0,7927.0,8072.0,7761.0,
ND,Mercury Resources Llc (Private),Mercury Resources Llc,Private,produced oil,Bbl,5179.0,4122.0,982.0,,5255.0,8234.0,7841.0,7441.0,7312.0,7376.0,6899.0,7069.0,7011.0,6506.0,4152.0,,430.0,7700.0,7517.0,7213.0,6191.0,6173.0,5885.0,7024.0,7253.0,
ND,Missouri River Resources Nd Llc (Private),Missouri River Resources Nd Llc,Private,produced oil,Bbl,29523.0,22497.0,36480.0,30077.0,29073.0,20873.0,13228.0,10737.0,15256.0,15782.0,4017.0,10238.0,10940.0,12568.0,4707.0,3735.0,2852.0,11487.0,11828.0,11756.0,9737.0,12517.0,12498.0,12508.0,6135.0,
ND,Nine Point Energy Llc (Private),Nine Point Energy Llc,Private,produced oil,Bbl,235707.0,212868.0,244408.0,313626.0,322594.0,322322.0,433323.0,408191.0,436093.0,464037.0,413323.0,509118.0,404060.0,313131.0,337566.0,263014.0,223648.0,173364.0,190458.0,124607.0,128842.0,142198.0,163259.0,163105.0,115593.0,
ND,North Range Resources Llc (Private),North Range Resources Llc,Private,produced oil,Bbl,1239.0,691.0,1189.0,1578.0,1328.0,1433.0,1165.0,1275.0,1187.0,915.0,1300.0,1197.0,1248.0,,,,,,,,,,,,,
ND,Np Resources Llc (Private),Np Resources Llc,Private,produced oil,Bbl,62660.0,48691.0,40255.0,33184.0,40885.0,25555.0,36160.0,11440.0,8167.0,47717.0,7789.0,16481.0,11915.0,9840.0,27952.0,11313.0,12587.0,20342.0,16452.0,34288.0,44508.0,42864.0,16983.0,19568.0,23280.0,
ND,Peregrine Petroleum Partners Ltd (Private),Peregrine Petroleum Partners Ltd,Private,produced oil,Bbl,13597.0,9427.0,9565.0,171.0,8055.0,3912.0,9374.0,5400.0,18990.0,27479.0,28621.0,17403.0,21330.0,18389.0,2826.0,126.0,84.0,132.0,1731.0,10596.0,12699.0,13820.0,11165.0,8392.0,7062.0,
ND,Petrogulf Corporation (Private),Petrogulf Corporation,Private,produced oil,Bbl,14545.0,12572.0,12974.0,14517.0,14108.0,12999.0,9908.0,12993.0,11898.0,11638.0,12586.0,12265.0,9141.0,10459.0,6663.0,3153.0,1581.0,6076.0,6980.0,10273.0,10792.0,12277.0,9496.0,9719.0,10191.0,
ND,Petroshale (Us) Inc (Private),Petroshale (Us) Inc,Private,produced oil,Bbl,87669.0,67095.0,65917.0,70579.0,121064.0,123073.0,181441.0,274997.0,268458.0,209581.0,246721.0,323801.0,291956.0,234685.0,235268.0,198514.0,222330.0,208790.0,192970.0,181910.0,158241.0,148633.0,144294.0,132791.0,125171.0,
ND,Po & G Operating Llc (Private),Po & G Operating Llc,Private,produced oil,Bbl,,,,,,,,,,,,,,,,787.0,584.0,1055.0,863.0,827.0,515.0,882.0,724.0,928.0,748.0,
ND,Prima Exploration Inc (Private),Prima Exploration Inc,Private,produced oil,Bbl,2242.0,1421.0,676.0,1389.0,,,,,7254.0,6097.0,5819.0,6000.0,6418.0,5607.0,4476.0,959.0,990.0,3001.0,2502.0,7202.0,5392.0,5382.0,5974.0,5318.0,6450.0,
ND,Rampart Energy Company (Private),Rampart Energy Company,Private,produced oil,Bbl,9424.0,4211.0,2059.0,7362.0,8350.0,9948.0,5700.0,5083.0,,,,4560.0,,80.0,,,4358.0,5694.0,3666.0,,81.0,,,40.0,,
ND,Resonance Exploration (North Dakota) Llc (Private),Resonance Exploration (North Dakota) Llc,Private,produced oil,Bbl,5207.0,4451.0,5314.0,5057.0,5032.0,4644.0,4684.0,3519.0,3730.0,9120.0,8461.0,8266.0,7969.0,6563.0,6915.0,4709.0,3439.0,5681.0,6863.0,6570.0,6106.0,6091.0,5721.0,5790.0,5954.0,5419.0
ND,Resource Energy Can-Am Llc (Private),Resource Energy Can-Am Llc,Private,produced oil,Bbl,103046.0,98397.0,90154.0,105658.0,89196.0,97140.0,96232.0,101778.0,107647.0,125132.0,98441.0,100565.0,112946.0,81235.0,92939.0,31757.0,17793.0,14531.0,15822.0,92992.0,80617.0,103103.0,83523.0,73679.0,72613.0,
ND,Rim Operating Inc (Private),Rim Operating Inc,Private,produced oil,Bbl,6421.0,4370.0,4912.0,3645.0,4710.0,3618.0,3357.0,2418.0,3286.0,3928.0,5498.0,5728.0,5832.0,4889.0,3507.0,2139.0,179.0,4177.0,6230.0,6096.0,5135.0,5529.0,4967.0,4822.0,4140.0,
ND,Ritter Laber & Associates Inc (Private),Ritter Laber & Associates Inc,Private,produced oil,Bbl,329.0,81.0,290.0,195.0,215.0,286.0,303.0,296.0,228.0,348.0,334.0,323.0,312.0,234.0,118.0,310.0,,,,,,,256.0,105.0,,
